0.000000 12.000000 12.000000 
0.010000 13.130031 10.077181 
0.020000 14.613767 8.573612 
0.030000 16.482040 7.417439 
0.040000 18.777258 6.551913 
0.050000 21.550577 5.935659 
0.060000 24.858219 5.543118 
0.070000 28.755333 5.366191 
0.080000 33.284916 5.418332 
0.090000 38.457512 5.743005 
0.100000 44.214287 6.429632 
0.110000 50.361523 7.641654 
0.120000 56.461128 9.660507 
0.130000 61.674072 12.935032 
0.140000 64.629387 18.065678 
0.150000 63.607273 25.511465 
0.160000 57.519337 34.775536 
0.170000 47.390064 43.629463 
0.180000 36.273006 49.083858 
0.190000 26.923698 49.769363 
0.200000 20.263449 46.578106 
0.210000 15.934370 41.282856 
0.220000 13.266212 35.350624 
0.230000 11.712077 29.649662 
0.240000 10.914100 24.583050 
0.250000 10.658783 20.277891 
0.260000 10.826349 16.720552 
0.270000 11.355689 13.835863 
0.280000 12.223162 11.529181 
0.290000 13.430346 9.707144 
0.300000 14.996981 8.287010 
0.310000 16.956732 7.200248 
0.320000 19.354221 6.393534 
0.330000 22.242115 5.828970 
0.340000 25.677055 5.484694 
0.350000 29.712677 5.356955 
0.360000 34.386925 5.464982 
0.370000 39.698818 5.860788 
0.380000 45.566353 6.647386 
0.390000 51.752476 8.010238 
0.400000 57.744186 10.264428 
0.410000 62.590378 13.899315 
0.420000 64.805351 19.525276 
0.430000 62.690765 27.476295 
0.440000 55.516178 36.902222 
0.450000 44.867821 45.233257 
0.460000 33.965450 49.648788 
0.470000 25.200829 49.331699 
0.480000 19.116190 45.515053 
0.490000 15.215658 39.971268 
0.500000 12.837198 34.035027 
0.510000 11.477293 28.453430 
0.520000 10.815239 23.552782 
0.530000 10.662413 19.419201 
0.540000 10.914637 16.020027 
0.550000 11.520634 13.273038 
0.560000 12.463239 11.082600 
0.570000 13.748574 9.357185 
0.580000 15.399799 8.017049 
0.590000 17.453268 6.997024 
0.600000 19.955673 6.247221 
0.610000 22.960999 5.733241 
0.620000 26.525965 5.437020 
0.630000 30.702078 5.359391 
0.640000 35.521099 5.525834 
0.650000 40.968468 5.997803 
0.660000 46.935368 6.893456 
0.670000 53.135387 8.422680 
0.680000 58.972176 10.936764 
0.690000 63.376347 14.963932 
0.700000 64.761139 21.105881 
0.710000 61.510582 29.523033 
0.720000 53.331383 38.975750 
0.730000 42.337471 46.631386 
0.740000 31.773449 49.967834 
0.750000 23.616108 48.717300 
0.760000 18.078602 44.367813 
0.770000 14.572386 38.642551 
0.780000 12.458432 32.738884 
0.790000 11.276932 27.292244 
0.800000 10.741547 22.561392 
0.810000 10.686114 18.597485 
0.820000 11.020496 15.352218 
0.830000 11.702330 12.738072 
0.839999 12.720392 10.659266 
0.849999 14.085049 9.026469 
0.859999 15.822689 7.763062 
0.869999 17.972218 6.807274 
0.879999 20.582253 6.112654 
0.889999 23.707870 5.648343 
0.899999 27.405487 5.400194 
0.909999 31.723772 5.373905 
0.919999 36.687012 5.601757 
0.929999 42.264725 6.155659 
0.939999 48.317184 7.170656 
0.949999 54.501968 8.883626 
0.959999 60.130730 11.684273 
0.969999 64.011887 16.135712 
0.979999 64.479820 22.806089 
0.989999 60.072643 31.629356 
