0.000000 5.000000 10.000000 
0.010000 5.589459 7.809887 
0.020000 6.369404 6.141231 
0.030000 7.364931 4.872030 
0.040000 8.611069 3.908564 
0.050000 10.153090 3.179508 
0.060000 12.047487 2.631127 
0.070000 14.363434 2.223507 
0.080000 17.184566 1.927778 
0.090000 20.610920 1.724261 
0.100000 24.760639 1.601602 
0.110000 29.770763 1.557201 
0.120000 35.795464 1.599703 
0.130000 42.998142 1.755495 
0.140000 51.528900 2.083908 
0.150000 61.466709 2.713039 
0.160000 72.673981 3.926952 
0.170000 84.432343 6.381474 
0.180000 94.578812 11.600201 
0.190000 97.977951 22.691574 
0.200000 86.862793 42.956562 
0.210000 60.990067 67.145264 
0.220000 35.203270 79.952682 
0.230000 19.416880 77.156502 
0.240000 11.535875 66.395668 
0.250000 7.717990 54.032276 
0.260000 5.817240 42.784058 
0.270000 4.861773 33.414959 
0.280000 4.420101 25.922102 
0.290000 4.295176 20.054752 
0.300000 4.395692 15.514341 
0.310000 4.681863 12.025343 
0.320000 5.141722 9.355825 
0.330000 5.780411 7.318930 
0.340000 6.615361 5.767721 
0.350000 7.674351 4.588398 
0.360000 8.995095 3.693766 
0.370000 10.625757 3.017635 
0.380000 12.626074 2.510292 
0.390000 15.068915 2.135015 
0.400000 18.042131 1.865537 
0.410000 21.650467 1.684448 
0.420000 26.017120 1.582639 
0.430000 31.284058 1.560168 
0.440000 37.609070 1.629576 
0.450000 45.155087 1.824075 
0.460000 54.060986 2.216647 
0.470000 64.367432 2.965407 
0.480000 75.830521 4.424901 
0.490000 87.457748 7.419869 
0.500000 96.451172 13.838417 
0.510000 96.688995 27.201488 
0.520000 80.919067 49.660744 
0.530000 53.339577 72.230522 
0.540000 29.938837 80.476357 
0.550000 16.708561 74.693588 
0.560000 10.230714 63.055496 
0.570000 7.075198 50.838825 
0.580000 5.493286 40.068878 
0.590000 4.705023 31.221855 
0.600000 4.361996 24.195698 
0.610000 4.303919 18.714827 
0.620000 4.456909 14.482949 
0.630000 4.790254 11.235443 
0.640000 5.297313 8.752805 
0.650000 5.986857 6.859569 
0.660000 6.879219 5.418408 
0.670000 8.004850 4.323299 
0.680000 9.404208 3.493210 
0.690000 11.128452 2.866789 
0.700000 13.240698 2.398127 
0.710000 15.817674 2.053528 
0.720000 18.951609 1.809231 
0.730000 22.752108 1.650072 
0.740000 27.347488 1.569257 
0.750000 32.884476 1.569757 
0.760000 39.523773 1.668603 
0.770000 47.425823 1.907201 
0.780000 56.713104 2.375399 
0.790000 67.374924 3.269167 
0.800000 79.028313 5.032962 
0.810000 90.329140 8.704891 
0.820000 97.711983 16.597885 
0.830000 94.151604 32.477989 
0.839999 73.973495 56.470860 
0.849999 46.042740 76.174423 
0.859999 25.437258 79.941299 
0.869999 14.468022 71.814049 
0.879999 9.148973 59.671261 
0.889999 6.537729 47.739079 
0.899999 5.222796 37.479816 
0.909999 4.578707 29.148548 
0.919999 4.323834 22.571110 
0.929999 4.327910 17.457260 
0.939999 4.531609 13.516494 
0.949999 4.912027 10.496008 
0.959999 5.467289 8.188673 
0.969999 6.209549 6.430037 
0.979999 7.161961 5.091932 
0.989999 8.357665 4.075697 
